"X1","FEC_ID","STATE","STATE_ABBREVIATION","GENERAL_ELECTION_DATE","FIRST_NAME","LAST_NAME","LAST_NAME_FIRST","TOTAL_VOTES","PARTY","GENERAL_RESULTS","TOTAL_VOTES_","GENERAL_","X","X_1","X_2","X_3"
"239","P20000527","Michigan","MI","11/4/2008","Ralph","Nader","Nader, Ralph","","NLP","33085","","0.66%","",,,
"240","P80005580","Michigan","MI","11/4/2008","Bob","Barr","Barr, Bob","","LBT","23716","","0.47%","",,,
"241","P80005499","Michigan","MI","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","UST","14685","","0.29%","",,,
"242","P80004930","Michigan","MI","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","GRE","8892","","0.18%","",,,
"243","P60003076","Michigan","MI","11/4/2008","Alan","Keyes","Keyes, Alan","","W","129","","0.00%","",,,
"244","P80005275","Michigan","MI","11/4/2008","Brian","Moore","Moore, Brian","","W","41","","0.00%","",,,
"245","n/a","Michigan","MI","11/4/2008","","","","Total State Votes; ","","5001766","5,001,766","","",,,
"246","P80003338","Minnesota","MN","11/4/2008","Barack","Obama","Obama, Barack","","DFL","1573354","","54.06%","",,,
"247","P80002801","Minnesota","MN","11/4/2008","John","McCain","McCain, John","","R","1275409","","43.82%","",,,
"248","P20000527","Minnesota","MN","11/4/2008","Ralph","Nader","Nader, Ralph","","I","30152","","1.04%","",,,
"249","n/a","Minnesota","MN","11/4/2008","","Scattered","Scattered ","","W","9496","","0.33%","",,,
"250","P80005580","Minnesota","MN","11/4/2008","Bob","Barr","Barr, Bob","","LBT","9174","","0.32%","",,,
"251","P80005499","Minnesota","MN","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","CON","6787","","0.23%","",,,
"252","P80004930","Minnesota","MN","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","GRE","5174","","0.18%","",,,
"253","P80005481","Minnesota","MN","11/4/2008","Rger","Calero","Calero, Rger","","SWP","790","","0.03%","",,,
"254","P60003076","Minnesota","MN","11/4/2008","Alan","Keyes","Keyes, Alan","","W","22","","0.00%","",,,
"255","P80005275","Minnesota","MN","11/4/2008","Brian","Moore","Moore, Brian","","W","7","","0.00%","",,,
"256","P00003962","Minnesota","MN","11/4/2008","Joe","Schriner","Schriner, Joe","","W","3","","0.00%","",,,
"257","n/a","Minnesota","MN","11/4/2008","Curtis","Montgomery","Montgomery, Curtis","","W","1","","0.00%","",,,
"258","n/a","Minnesota","MN","11/4/2008","","","","Total State Votes; ","","2910369","2,910,369","","",,,
"259","P80002801","Mississippi","MS","11/4/2008","John","McCain","McCain, John","","R","724597","","56.18%","",,,
"260","P80003338","Mississippi","MS","11/4/2008","Barack","Obama","Obama, Barack","","D","554662","","43.00%","",,,
"261","P20000527","Mississippi","MS","11/4/2008","Ralph","Nader","Nader, Ralph","","I","4011","","0.31%","",,,
"262","P80005499","Mississippi","MS","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","CON","2551","","0.20%","",,,
"263","P80005580","Mississippi","MS","11/4/2008","Bob","Barr","Barr, Bob","","LBT","2529","","0.20%","",,,
"264","P80004930","Mississippi","MS","11/4/2008","Cynthia A.","McKinney","McKinney, Cynthia A.","","GRE","1034","","0.08%","",,,
"265","P40003196","Mississippi","MS","11/4/2008","Ted C.","Weill","Weill, Ted C.","","REF","481","","0.04%","",,,
"266","n/a","Mississippi","MS","11/4/2008","","","","Total State Votes; ","","1289865","1,289,865","","",,,
"267","P80002801","Missouri","MO","11/4/2008","John","McCain","McCain, John","","R","1445814","","49.43%","",,,
"268","P80003338","Missouri","MO","11/4/2008","Barack","Obama","Obama, Barack","","D","1441911","","49.29%","",,,
"269","P20000527","Missouri","MO","11/4/2008","Ralph","Nader","Nader, Ralph","","I","17813","","0.61%","",,,
"270","P80005580","Missouri","MO","11/4/2008","Bob","Barr","Barr, Bob","","LBT","11386","","0.39%","",,,
"271","P80005499","Missouri","MO","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","CON","8201","","0.28%","",,,
"272","P80004930","Missouri","MO","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","W","80","","0.00%","",,,
"273","n/a","Missouri","MO","11/4/2008","","","","Total State Votes; ","","2925205","2,925,205","","",,,
"274","P80002801","Montana","MT","11/4/2008","John","McCain","McCain, John","","R","242763","","49.51%","",,,
"275","P80003338","Montana","MT","11/4/2008","Barack","Obama","Obama, Barack","","D","231667","","47.25%","",,,
"276","P80000748","Montana","MT","11/4/2008","Ron","Paul","Paul, Ron","","CON","10638","","2.17%","",,,
"277","P20000527","Montana","MT","11/4/2008","Ralph","Nader","Nader, Ralph","","I","3686","","0.75%","",,,
"278","P80005580","Montana","MT","11/4/2008","Bob","Barr","Barr, Bob","","LBT","1355","","0.28%","",,,
"279","P80005499","Montana","MT","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","W","143","","0.03%","",,,
"280","P80004930","Montana","MT","11/4/2008","Cynthia Ann","McKinney","McKinney, Cynthia Ann","","W","23","","0.00%","",,,
"281","n/a","Montana","MT","11/4/2008","RaeDeen","Heupel","Heupel, RaeDeen","","W","12","","0.00%","",,,
"282","n/a","Montana","MT","11/4/2008","Rosa A.","Clemente","Clemente, Rosa A.","","W","10","","0.00%","",,,
"283","n/a","Montana","MT","11/4/2008","Santa","Claus","Claus, Santa","","W","3","","0.00%","",,,
"284","P80005119","Montana","MT","11/4/2008","Jonathan","Allen","Allen, Jonathan","","W","1","","0.00%","",,,
"285","P80005804","Montana","MT","11/4/2008","Amy Lou","Wyatt","Wyatt, Amy Lou","","W","1","","0.00%","",,,
"286","n/a","Montana","MT","11/4/2008","","","","Total State Votes; ","","490302","490,302","","",,,
"287","P80002801","Nebraska","NE","11/4/2008","John","McCain","McCain, John","","R","452979","","56.53%","",,,
"288","P80003338","Nebraska","NE","11/4/2008","Barack","Obama","Obama, Barack","","D","333319","","41.60%","",,,
"289","P20000527","Nebraska","NE","11/4/2008","Ralph","Nader","Nader, Ralph","","BP","5406","","0.67%","",,,
"290","P80005499","Nebraska","NE","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","NB","2972","","0.37%","",,,
"291","n/a","Nebraska","NE","11/4/2008","","Scattered","Scattered ","","W","2837","","0.35%","",,,
"292","P80005580","Nebraska","NE","11/4/2008","Bob","Barr","Barr, Bob","","LBT","2740","","0.34%","",,,
"293","P80004930","Nebraska","NE","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","GRE","1028","","0.13%","",,,
"294","n/a","Nebraska","NE","11/4/2008","","","","Total State Votes; ","","801281","801,281","","",,,
"295","P80003338","Nevada","NV","11/4/2008","Barack","Obama","Obama, Barack","","D","533736","","55.15%","",,,
"296","P80002801","Nevada","NV","11/4/2008","John","McCain","McCain, John","","R","412827","","42.65%","",,,
"297","n/a","Nevada","NV","11/4/2008","","None of These Candidates","None of These Candidates, ","","None","6267","","0.65%","",,,
"298","P20000527","Nevada","NV","11/4/2008","Ralph","Nader","Nader, Ralph","","I","6150","","0.64%","",,,
"299","P80005580","Nevada","NV","11/4/2008","Bob","Barr","Barr, Bob","","LBT","4263","","0.44%","",,,
"300","P80005499","Nevada","NV","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","IAP","3194","","0.33%","",,,
"301","P80004930","Nevada","NV","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","GRE","1411","","0.15%","",,,
"302","n/a","Nevada","NV","11/4/2008","","","","Total State Votes; ","","967848","967,848","","",,,
"303","P80003338","New Hampshire","NH","11/4/2008","Barack","Obama","Obama, Barack","","D","384826","","54.13%","",,,
"304","P80002801","New Hampshire","NH","11/4/2008","John","McCain","McCain, John","","R","316534","","44.52%","",,,
"305","P20000527","New Hampshire","NH","11/4/2008","Ralph","Nader","Nader, Ralph","","I","3503","","0.49%","",,,
"306","P80005580","New Hampshire","NH","11/4/2008","Bob","Barr","Barr, Bob","","LBT","2217","","0.31%","",,,
"307","P00003392","New Hampshire","NH","11/4/2008","Hilary","Clinton","Clinton, Hilary","","W","1124","","0.16%","",,,
"308","P80000748","New Hampshire","NH","11/4/2008","Ron","Paul","Paul, Ron","","W","1092","","0.15%","",,,
"309","n/a","New Hampshire","NH","11/4/2008","","Others","Others, ","","W","673","","0.09%","",,,
"310","P80003080","New Hampshire","NH","11/4/2008","George","Phillies","Phillies, George","","LBT","531","","0.07%","",,,
"311","P80005499","New Hampshire","NH","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","W","226","","0.03%","",,,
"312","P80003353","New Hampshire","NH","11/4/2008","Mitt","Romney","Romney, Mitt","","W","112","","0.02%","",,,
"313","P80003478","New Hampshire","NH","11/4/2008","Mike","Huckabee","Huckabee, Mike","","W","61","","0.01%","",,,
"314","P80004930","New Hampshire","NH","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","W","40","","0.01%","",,,
"315","n/a","New Hampshire","NH","11/4/2008","Sarah","Palin","Palin, Sarah","","W","18","","0.00%","",,,
"316","P20000642","New Hampshire","NH","11/4/2008","Bill","Clinton","Clinton, Bill","","W","13","","0.00%","",,,
"317","n/a","New Hampshire","NH","11/4/2008","","","","Total State Votes; ","","710970","710,970","","",,,
"318","P80003338","New Jersey","NJ","11/4/2008","Barack","Obama","Obama, Barack","","D","2215422","","57.27%","",,,
"319","P80002801","New Jersey","NJ","11/4/2008","John","McCain","McCain, John","","R","1613207","","41.70%","",,,
"320","P20000527","New Jersey","NJ","11/4/2008","Ralph","Nader","Nader, Ralph","","I","21298","","0.55%","",,,
"321","P80005580","New Jersey","NJ","11/4/2008","Bob","Barr","Barr, Bob","","LBT","8441","","0.22%","",,,
"322","P80005499","New Jersey","NJ","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","CON","3956","","0.10%","",,,
"323","P80004930","New Jersey","NJ","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","GRE","3636","","0.09%","",,,
"324","P80005275","New Jersey","NJ","11/4/2008","Brian","Moore","Moore, Brian","","SOC","699","","0.02%","",,,
"325","P80005077","New Jersey","NJ","11/4/2008","Jeffrey Jeff","Boss","Boss, Jeffrey Jeff","","VH","639","","0.02%","",,,
"326","P80005481","New Jersey","NJ","11/4/2008","Roger","Calero","Calero, Roger","","SWP","523","","0.01%","",,,
"327","P80005572","New Jersey","NJ","11/4/2008","Gloria","La Riva","La Riva, Gloria","","SLP","416","","0.01%","",,,
"328","n/a","New Jersey","NJ","11/4/2008","","","","Total State Votes; ","","3868237","3,868,237","","",,,
"329","P80003338","New Mexico","NM","11/4/2008","Barack","Obama","Obama, Barack","","D","472422","","56.91%","",,,
"330","P80002801","New Mexico","NM","11/4/2008","John","McCain","McCain, John","","R","346832","","41.78%","",,,
"331","P20000527","New Mexico","NM","11/4/2008","Ralph","Nader","Nader, Ralph","","NMI","5327","","0.64%","",,,
"332","P80005580","New Mexico","NM","11/4/2008","Bob","Barr","Barr, Bob","","LBT","2428","","0.29%","",,,
"333","P80005499","New Mexico","NM","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","CON","1597","","0.19%","",,,
"334","P80004930","New Mexico","NM","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","GRE","1552","","0.19%","",,,
"335","n/a","New Mexico","NM","11/4/2008","","","","Total State Votes; ","","830158","830,158","","",,,
"336","P80003338","New York","NY","11/4/2008","Barack","Obama","Obama, Barack","","Combined Parties;","4804945","","62.88%","",,,
"337","P80003338","New York","NY","11/4/2008","Barack","Obama","Obama, Barack","","D","4645332","","60.80%","62.80%",,,
"338","P80002801","New York","NY","11/4/2008","John","McCain","McCain, John","","Combined Parties;","2752771","","36.03%","",,,
"339","P80002801","New York","NY","11/4/2008","John","McCain","McCain, John","","R","2418323","","31.65%","36.11%",,,
"340","P80002801","New York","NY","11/4/2008","John","McCain","McCain, John","","CRV","170475","","2.23%","36.11%",,,
"341","P80002801","New York","NY","11/4/2008","John","McCain","McCain, John","","IDP","163973","","2.15%","36.11%",,,
"342","P80003338","New York","NY","11/4/2008","Barack","Obama","Obama, Barack","","WF","159613","","2.09%","62.80%",,,
"343","P20000527","New York","NY","11/4/2008","Ralph","Nader","Nader, Ralph","","POP","41249","","0.54%","",,,
"344","P80005580","New York","NY","11/4/2008","Bob","Barr","Barr, Bob","","LBT","19596","","0.26%","",,,
"345","P80004930","New York","NY","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","GRE","12801","","0.17%","",,,
"346","P80005481","New York","NY","11/4/2008","Roger","Calero","Calero, Roger","","SWP","3615","","0.05%","",,,
"347","P80005572","New York","NY","11/4/2008","Gloria","La Riva","La Riva, Gloria","","SLP","1639","","0.02%","",,,
"348","P80005499","New York","NY","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","W","634","","0.01%","",,,
"349","P60003076","New York","NY","11/4/2008","Alan Lee","Keyes","Keyes, Alan Lee","","W","35","","0.00%","",,,
"350","n/a","New York","NY","11/4/2008","Jerome S.","White","White, Jerome S.","","W","18","","0.00%","",,,
"351","P80005275","New York","NY","11/4/2008","Brian","Moore","Moore, Brian","","W","10","","0.00%","",,,
"352","P40002644","New York","NY","11/4/2008","Lanakila","Washington","Washington, Lanakila","","W","3","","0.00%","",,,
"353","P80005119","New York","NY","11/4/2008","Jonathan","Allen","Allen, Jonathan","","W","1","","0.00%","",,,
"354","n/a","New York","NY","11/4/2008","Michael","Skok","Skok, Michael","","W","1","","0.00%","",,,
"355","n/a","New York","NY","11/4/2008","","Scattered","Scattered","","W","3613","","0.05%","",,,
"356","n/a","New York","NY","11/4/2008","","","","Total State Votes; ","","7640931","7,640,931","","",,,
"357","P80003338","North Carolina","NC","11/4/2008","Barack","Obama","Obama, Barack","","D","2142651","","49.70%","",,,
"358","P80002801","North Carolina","NC","11/4/2008","John","McCain","McCain, John","","R","2128474","","49.38%","",,,
"359","P80005580","North Carolina","NC","11/4/2008","Bob","Barr","Barr, Bob","","LBT","25722","","0.60%","",,,
"360","n/a","North Carolina","NC","11/4/2008","","Scattered","Scattered ","","W","12298","","0.29%","",,,
"361","P20000527","North Carolina","NC","11/4/2008","Ralph","Nader","Nader, Ralph","","W","1448","","0.03%","",,,
"362","P80004930","North Carolina","NC","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","W","158","","0.00%","",,,
"363","P80005275","North Carolina","NC","11/4/2008","Brian","Moore","Moore, Brian","","W","38","","0.00%","",,,
"364","n/a","North Carolina","NC","11/4/2008","","","","Total State Votes; ","","4310789","4,310,789","","",,,
"365","P80002801","North Dakota","ND","11/4/2008","John","McCain","McCain, John","","R","168601","","53.25%","",,,
"366","P80003338","North Dakota","ND","11/4/2008","Barack","Obama","Obama, Barack","","DNL","141278","","44.62%","",,,
"367","P20000527","North Dakota","ND","11/4/2008","Ralph","Nader","Nader, Ralph","","I","4189","","1.32%","",,,
"368","P80005580","North Dakota","ND","11/4/2008","Bob","Barr","Barr, Bob","","LBT","1354","","0.43%","",,,
"369","P80005499","North Dakota","ND","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","CON","1199","","0.38%","",,,
"370","n/a","North Dakota","ND","11/4/2008","","","","Total State Votes; ","","316621","316,621","","",,,
"371","P80003338","Ohio","OH","11/4/2008","Barack","Obama","Obama, Barack","","D","2940044","","51.50%","",,,
"372","P80002801","Ohio","OH","11/4/2008","John","McCain","McCain, John","","R","2677820","","46.91%","",,,
"373","P20000527","Ohio","OH","11/4/2008","Ralph","Nader","Nader, Ralph","","I","42337","","0.74%","",,,
"374","P80005580","Ohio","OH","11/4/2008","Bob","Barr","Barr, Bob","","LBT","19917","","0.35%","",,,
"375","P80005499","Ohio","OH","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","CON","12565","","0.22%","",,,
"376","P80004930","Ohio","OH","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","GRE","8518","","0.15%","",,,
"377","n/a","Ohio","OH","11/4/2008","Richard","Duncan","Duncan, Richard","","I","3905","","0.07%","",,,
"378","P80005275","Ohio","OH","11/4/2008","Brian","Moore","Moore, Brian","","SOC","2735","","0.05%","",,,
"379","P80003528","Ohio","OH","11/4/2008","Donald K.","Allen","Allen, Donald K.","","W","212","","0.00%","",,,
"380","P60003076","Ohio","OH","11/4/2008","Alan L.","Keyes","Keyes, Alan L.","","W","160","","0.00%","",,,
"381","P00003962","Ohio","OH","11/4/2008","Joe","Schriner","Schriner, Joe","","W","71","","0.00%","",,,
"382","n/a","Ohio","OH","11/4/2008","Platt","Robertson","Robertson, Platt","","W","63","","0.00%","",,,
"383","P80005119","Ohio","OH","11/4/2008","Jonathan","Allen","Allen, Jonathan","","W","2","","0.00%","",,,
"384","P80005796","Ohio","OH","11/4/2008","James R.","Germalic","Germalic, James R.","","W","1","","0.00%","",,,
"385","n/a","Ohio","OH","11/4/2008","","","","Total State Votes; ","","5708350","5,708,350","","",,,
"386","P80002801","Oklahoma","OK","11/4/2008","John","McCain","McCain, John","","R","960165","","65.65%","",,,
"387","P80003338","Oklahoma","OK","11/4/2008","Barack","Obama","Obama, Barack","","D","502496","","34.35%","",,,
"388","n/a","Oklahoma","OK","11/4/2008","","","","Total State Votes; ","","1462661","1,462,661","","",,,
"389","P80003338","Oregon","OR","11/4/2008","Barack","Obama","Obama, Barack","","D","1037291","","56.75%","",,,
"390","P80002801","Oregon","OR","11/4/2008","John","McCain","McCain, John","","R","738475","","40.40%","",,,
"391","P20000527","Oregon","OR","11/4/2008","Ralph","Nader","Nader, Ralph","","PE","18614","","1.02%","",,,
"392","n/a","Oregon","OR","11/4/2008","","Scattered","Scattered ","","W","13613","","0.74%","",,,
"393","P80005499","Oregon","OR","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","CON","7693","","0.42%","",,,
"394","P80005580","Oregon","OR","11/4/2008","Bob","Barr","Barr, Bob","","LBT","7635","","0.42%","",,,
"395","P80004930","Oregon","OR","11/4/2008","Cynthia","McKinney","McKinney, Cynthia","","PG","4543","","0.25%","",,,
"396","n/a","Oregon","OR","11/4/2008","","","","Total State Votes; ","","1827864","1,827,864","","",,,
"397","P80003338","Pennsylvania","PA","11/4/2008","Barack","Obama","Obama, Barack","","D","3276363","","54.49%","",,,
"398","P80002801","Pennsylvania","PA","11/4/2008","John","McCain","McCain, John","","R","2655885","","44.17%","",,,
"399","P20000527","Pennsylvania","PA","11/4/2008","Ralph","Nader","Nader, Ralph","","I","42977","","0.71%","",,,
"400","P80005580","Pennsylvania","PA","11/4/2008","Bob","Barr","Barr, Bob","","LBT","19912","","0.33%","",,,
"401","n/a","Pennsylvania","PA","11/4/2008","","Scattered","Scattered ","","W","8180","","0.14%","",,,
"402","P00003392","Pennsylvania","PA","11/4/2008","Hillary","Clinton","Clinton, Hillary","","W","5014","","0.08%","",,,
"403","P80000748","Pennsylvania","PA","11/4/2008","Ron","Paul","Paul, Ron","","W","3849","","0.06%","",,,
"404","P80005499","Pennsylvania","PA","11/4/2008","Chuck","Baldwin","Baldwin, Chuck","","W","1092","","0.02%","",,,
"405","n/a","Pennsylvania","PA","11/4/2008","","","","Total State Votes; ","","6013272","6,013,272","","",,,
"406","P80003338","Rhode Island","RI","11/4/2008","Barack","Obama","Obama, Barack","","D","296571","","62.86%","",,,
"407","P80002801","Rhode Island","RI","11/4/2008","John","McCain","McCain, John","","R","165391","","35.06%","",,,
"408","P20000527","Rhode Island","RI","11/4/2008","Ralph","Nader","Nader, Ralph","","I","4829","","1.02%","",,,
